historical_job_hash,historical_verb,historical_raw_score,current_opportunity_id,current_canonical_id,current_version_id,current_document_id,match_method,confidence,disposition
"j-3f1c853b5d43","PURSUE","72","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-3f255d9b8e80","PASS","50","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-3f61ea767fcf","CONSIDER","63","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-3f9cdafe6a40","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-3f9d7aa74c37","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-3fb0bb70dc75","CONSIDER","58","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-3fe0bfad657d","PASS","52","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-401770eeb158","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-401f2c0b6b87","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-405b2193d2d0","CONSIDER","56","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-405e349779dc","CONSIDER","58","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-406eba2ed6c5","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-40ac5240f154","PASS","47","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-40c850a1503b","CONSIDER","58","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-40f0093be9d5","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-40f24bfb5e1c","PURSUE","72","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-410bd4cc2e6d","PASS","40","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-413bb535557d","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-418ef9ecd444","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-41a5635097e0","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-41c2a5146548","CONSIDER","55","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-41c6b2efd26d","PASS","50","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4207e6893ea3","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-420dd91c2796","PURSUE","71","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-421b5070ebd4","PASS","52","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-422a7682da38","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-42375e93589f","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-424fe126075a","CONSIDER","63","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-426f8673e880","PASS","66","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-429b8980ee4b","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-42be7d840b1c","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-42d3c49ef1eb","PASS","35","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-43134ed195ea","CONSIDER","55","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-431a806daba2","PASS","34","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-432c832f9f46","PASS","49","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4334bfb62ea0","PASS","47","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-438af0e57ad9","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-439a64a2141d","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-43d448cc8739","PASS","54","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-43d807fbaa83","CONSIDER","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-43f9a4509b88","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-440bb60ce88f","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4458d2aea93a","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4474bf6ef08c","CONSIDER","57","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4484bb39b795","PASS","40","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-44950ad53deb","PASS","47","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-449dcba62c36","CONSIDER","56","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-44a31c53d411","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-44b690869fe8","PASS","53","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-44d4b4af31bf","PASS","54","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-45277340cedf","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4570663236da","CONSIDER","60","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-45a86e54e78c","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-46089844ba17","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-466200453009","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4684bd8aa586","SPARSE_SPEC","0","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-46af148f3865","PASS","50","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-46bc3d47d1da","CONSIDER","75","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-473cb7df1ed8","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-47407c433607","CONSIDER","64","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4753be576855","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4765ca803741","CONSIDER","70","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-476f1dab8b57","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-47ddb6ea53c1","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-47e5194e862a","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-47f861436b98","PURSUE","65","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-48435cc69e82","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4883872c49ea","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-48a2458bac72","CONSIDER","57","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-48a325100768","CONSIDER","65","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-48c772055ecf","PURSUE","66","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-48f265d2d7b3","CONSIDER","71","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-493de4cd2755","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-497fd906ad04","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-49b2f4eb9a01","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-49bfeab55f38","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-49dfb47da31e","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4a027945d87d","CONSIDER","56","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4a326ceeb0cb","CONSIDER","60","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4a941d485b18","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4a94446d8d79","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4abe4bf28be7","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4ae4391fcc02","PASS","43","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4b2a6a8c9adc","CONSIDER","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4b2cc6ee65d4","CONSIDER","56","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4b50f8b9c519","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4b85b8718243","PASS","39","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4baffba29bf8","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4bb5ed438336","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4bfb81ff466a","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4c4ea0a2b2c7","PASS","34","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4c586f864a11","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4c65f48bdc0f","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4c706c5d91ed","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4c7aa908cb42","CONSIDER","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4c930dbc9c97","PASS","43","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4ca5aa81d6c0","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4cb36b9d0fea","PASS","45","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4cc91e1d3f5d","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4ccd0575fb5b","CONSIDER","60","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4cfa6aafeade","PASS","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4d221e646c80","PASS","48","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4d584ae3d575","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4d6b9fb61f21","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4d8a0ef3fad4","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4dd37d1041db","PURSUE","71","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4dea20cafde0","PURSUE","67","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4df82a565274","CONSIDER","67","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4e475cbf7b92","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4e861945a872","PURSUE","70","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4e8ec67585cb","PASS","45","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4e91099f22c7","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4eb8224ad4ff","CONSIDER","64","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4ebca2fda4f5","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4f48071cd703","PURSUE","74","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4f6f762688d9","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-4f76a3dd8abb","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-504726fb9a7d","PASS","53","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-506fdfb61b47","PURSUE","71","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-50b31135f736","CONSIDER","64","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-50c0e7111ce1","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-50fb579e13f6","PASS","51","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-51006c7bd7cb","PURSUE","76","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-511d89940ed2","PASS","68","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-512955a729b1","PASS","53","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-516757e51115","PURSUE","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-51a3a24d46b9","PURSUE","71","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-51a747a3d083","CONSIDER","57","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-51df9e388a12","PURSUE","71","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-51eb3c36c167","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-521f42d7e96d","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-525e1318e8ac","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-528e9097b1e3","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-52a80dfc4032","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-52c5be9fb9ab","PASS","36","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-52cb76a8d9ea","PURSUE","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-52df9be93b1b","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-52f260bada9c","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-52fd0f52a01f","SPARSE_SPEC","0","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5388817962dc","CONSIDER","64","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-53d581a51355","CONSIDER","73","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-53e6c57b48dc","CONSIDER","70","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-53edbb6d56c1","PASS","48","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-53f36d8ae932","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-54a9c32d5aac","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-54ac981686af","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-54ccee9cecb4","PURSUE","73","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-54e5066c5318","PASS","40","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5517baa129e4","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-552a85a28cfd","PASS","48","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-555c13a9e1eb","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-55d9adef727d","CONSIDER","63","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-55f7ac5bd440","PASS","45","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-55fb257c4842","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-566d4c85e709","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5671e94a834c","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-56722ca275b9","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-56aba2e1d07a","PASS","34","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-570849acdea0","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-57100ad3fbba","PASS","51","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-576d0b315e97","PASS","40","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5774df989b48","PASS","52","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-57758afe1f7c","PURSUE","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-57d56d7e463d","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-57e849c491d0","CONSIDER","60","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5869253380eb","CONSIDER","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-586b699b8149","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5882937e6ebf","PURSUE","66","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-58bac6d16b0b","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-58cabbb6c8a7","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5910b89bcac6","CONSIDER","64","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-592590872330","PURSUE","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-592bec669d9f","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-594b1785067f","PASS","34","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5968944c083d","PASS","53","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-597bb6fd35a5","PURSUE","70","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-598e18033b8b","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-59d66d180aaf","PASS","50","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5a2769562ba0","PASS","53","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5a2dbf8a9676","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5a67bb421cff","CONSIDER","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5a784368f7c0","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5a89cab0dcae","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5abfa27dfba6","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5ac90b7d901c","CONSIDER","58","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5ad312d6dc96","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5ad83347dfa2","PASS","34","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5b20abbb7f09","PASS","51","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5b5855e2990f","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5b5f78ebb879","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5b73ac692a8b","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5bc7afaf25a8","PASS","43","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5c13f8a6e5c1","CONSIDER","62","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5c3bbeceb99d","PASS","48","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5c67821120d6","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5c83eb43ffa5","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5c99d8c5b743","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5caee9adb4a5","PURSUE","66","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5cd3479dae66","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5d7fc93c998e","PASS","49","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5da422198dda","CONSIDER","57","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5de4372c8785","PURSUE","65","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e17bcbdb887","CONSIDER","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e36bd06fab2","PURSUE","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e3802081d27","PASS","36","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e6611c879da","CONSIDER","66","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e931867254a","CONSIDER","63","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e95daf3511f","CONSIDER","61","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5e99c4a5d1f5","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5ec1f4e09aa7","PURSUE","69","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5ee8d504c85f","CONSIDER","59","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5ee8ebf0f263","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5f3e8ffd8db0","PASS","45","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
"j-5f40fbc7daa1","PASS","","","","","","NONE","UNKNOWN","HISTORICALLY_PRESENT_CURRENTLY_ABSENT"
